hh_pub_hex,emoji,unicode_codepoint,h,s,l
0290620a3d3c2b36c9cddc87f6fdc3b16640e796bdbec1be8c4fc0f3a1e0153d45,⌅,U+2305,85,69,56
02dadb750eafb790a2ac25a92a605ba53e715153ef52faff559ddcd401d549cdfd,⇘,U+21D8,188,83,66
020a14ec662f1ce9d783c5dd3cfc598f5e5ced112bc524e8a74cc26596c90f9335,⏺,U+23FA,39,78,66
0233d428cf0e847ad95956b23c31e4f132eeb4a140dee3903bb28fda6a1f34840a,⎢,U+23A2,121,65,60
0295f5c119a75501d9fda35bf901176bc1eb6e25f3600a847645d9219a48a6e5eb,⇵,U+21F5,260,73,55
02d5c60bb67b160b91e33e06d9ba034cec9eeede5aa672166f4778b60bdace1949,┙,U+2519,309,66,60
0286a0661cc5f5e7e167d0bda61a1986715c30a9f5d702995c45785d6005a7e532,⎠,U+23A0,76,75,60
023a8628d85a9ca8f2a203e1b41747cbdeb10404ec3fdd166ac7a9ce07e44736e5,⇛,U+21DB,55,78,64
02ef3f0b49ed8181b0dfd27f1464d8c8767c81f9ab195c8452fbdadbcd12608b62,⏤,U+23E4,354,72,53
020391bd569141a4a17bd64b3ec7faa592a0fc3b6e12ba1ca6e9723febb433d9fd,╃,U+2543,18,65,66
022efea156185ffb6832e5efbb53ca56302308a7cdc2654a48ca018e5ea8231070,╘,U+2558,346,84,56
022e41a50cf0f541d0deb9810919636104194c82284ea33d53fea7abfbbcbf7849,┫,U+252B,80,64,61
02fb6f4ef8d0b8d1c9f1f599f22b2c08d1544fc4cf0dd8a515117e1263d526dde4,←,U+2190,338,81,70
02bf933a31eab7b102242c2343400eded7b71b94fb11ce3996f8fa80e9cf375d78,⏇,U+23C7,8,79,65
0287dfb199c56dcd16e0f66b0d6630b23f905dd06042a5f1ac7fb859b50c32b45a,⍰,U+2370,52,80,69
0212a7352331403ab7740679804fa4614d7055e65f68530caf76399b56163cf103,▉,U+2589,90,81,56
020e4de8f06d5c2e05801cee519ddaa9680b45d787b5690c1263993f3f4fa9fdcf,╟,U+255F,280,72,69
02fe8a05a7ec6aca0997076846881582471cf3fe11aba1290bb97cc901f118fb74,⍪,U+236A,35,77,61
02ad748e27137746f73b3cf477226f80c7d9a73168cb892aa6266096d7830528de,⇋,U+21CB,100,68,56
02dd56b3a27dd5a914e290ab7998f06c6d457de69c37aafec4e98db5e5a9d3b512,⌣,U+2323,236,63,65
0215f100b94100d768c054c3c2a48929c8a12cbf27b1db488dd3e4975b9496bb4a,↛,U+219B,9,78,62
028b39197e0bc2c1e8e1c0736b45d86355083a79b108182e569b238a805b120306,⎔,U+2394,149,85,61
02d57400a4ae631921ed19d6ee1ba4bc9b3ec71a8ae309f48b6c5d1b494943cb56,⌓,U+2313,78,61,63
026bac3e9be5255018211e9c58e76544d7fcd58f04c3d3083c51e8f7a4c0782255,⏞,U+23DE,89,70,56
025c9803ff0b0c5092875859c7666d2e1705d35ddea3043d66e7b3869c066333b7,⏳,U+23F3,193,65,57
02e6392f872d7d578ae0e4d98167bce42ae3e596f9b65ba57d7f4ee8c7fb440081,⍟,U+235F,176,63,51
0289b93e1916ad80bd1ab84ba2274457ef35209731242b26290527154832917fac,⌸,U+2338,12,76,55
02b8173992e7a171c8623c37d64d2886d3b3dac70be0953a0f489a065a834a7f87,┞,U+251E,65,61,53
02bcc852a9159dc62cfaca4725a47dd25ff7ac076093d2848e39da54bb1cbe8bc1,╎,U+254E,319,66,53
02b8786012205a9fc63c8918078fc827d042c6c981969e033cc9d7d04d6de58fb2,⎻,U+23BB,214,73,70
02c02600a9155d33b56856ee1652a55a2e2a152f8492c736cde2c8cae9a184f574,⏭,U+23ED,175,61,60
02b34b589220a9249f0832d94bf8e7d1e37ffb12e007d38fb1bc24b6801cedcdf2,⏕,U+23D5,176,70,62
02dba87f389bd34675e81bbae9263f17d4237d73bc51dfaa7aeeacc8f9fdbdf4fe,⍠,U+2360,47,74,53
021b84f3911d19e04ea08ba704fa32afafbfc03809f69807625b91e0ee1714b0f2,⎮,U+23AE,204,68,64
021429afad9a204044e93fb0df363b9c7147b9e565754284f5861abfb8bcc838e0,⏆,U+23C6,21,74,50
023ae2756e5770882a4870dbd5a2888408bee319729411f3c721c66651cf72c9e9,⏫,U+23EB,297,60,56
02b553b4a725373aedd6301d32af1b393e6b0bb560cc734c9dde51b913d6581450,┢,U+2522,72,83,63
02aa1d933b4d90aeb73f4d62c96fc58e410fab50498ea6c174b3c18d779ce575cd,⏔,U+23D4,254,77,58
0248b4c01fb3a243c16397781c25f947c55eb4edb495b560a103b0b12c405b16fe,╮,U+256E,356,84,51
0291c5fe9ff173d18991746eab6d8afce5054f509f870645e3c9d66aa7aff39ae4,⍌,U+234C,84,73,69
02b8b1ca0ecef8444fdf678426b5059ea3468e748ccc9c14b43c46400df91d92a4,╇,U+2547,64,64,58
02ccd015feca34c5f033d5be0b24c1e22afdf070d5a8fc99a4284b839cadf3c67c,⎎,U+238E,348,80,53
0248130bd0b0619421b6588df39b53b5dacad1c28e7e704685d74e8d5df200438e,┋,U+250B,176,78,50
02974349445405b38ff2e404d7691bc3c49a9d1f8279fbfed9f03afc24887256a5,⌍,U+230D,26,75,63
022d72177bb4f854b98c2f3a2eb9293fd46836c61306934dceb708e20552c6e281,⏌,U+23CC,54,60,60
02d02736aaf3bd4ac4bc3ae4c96c64ed19fa4a76d1cc345d03f371f3dccc28ae75,╚,U+255A,104,71,63
02f5ded119d45c2f729bc7f1bf812291480fe3746898a4746ed84a1005b38b9c4e,╦,U+2566,323,85,63
